Year,Date,Audience,Result,Score,Opponent,Pitcher,GameTime,Venue
2019,7月10日(水),38055,●,3 - 7,西武,和田,3:37,ヤフオクドーム
2019,7月15日(月),38227,●,1 - 5,日本ハム,大竹,3:21,ヤフオクドーム
2019,7月16日(火),36726,●,2 - 3,日本ハム,二保,3:03,ヤフオクドーム
2019,7月17日(水),21478,●,0 - 4,日本ハム,スアレス,3:33,北九州
2019,7月23日(火),39190,○,11 - 7,ロッテ,高橋礼,3:15,ヤフオクドーム
2019,7月24日(水),39829,○,5 - 4,ロッテ,松本,3:42,ヤフオクドーム
2019,7月25日(木),39147,●,4 - 7,ロッテ,大竹,3:30,ヤフオクドーム
2019,7月26日(金),40178,●,2 - 6,オリックス,千賀,2:57,ヤフオクドーム
2019,7月27日(土),40178,●,3 - 5,オリックス,二保,2:50,ヤフオクドーム
2019,7月28日(日),40178,○,9 - 2,オリックス,ミランダ,3:00,ヤフオクドーム
2019,8月10日(土),40178,○,8 - 4,日本ハム,千賀,3:46,ヤフオクドーム
2019,8月11日(日),40178,○,2 - 0,日本ハム,ミランダ,3:57,ヤフオクドーム
2019,8月12日(月),40178,○,6 - 3,日本ハム,和田,3:32,ヤフオクドーム
2019,8月17日(土),40178,●,8 - 13,西武,千賀,3:45,ヤフオクドーム
2019,8月18日(日),40178,○,5 - 4,西武,ミランダ,4:03,ヤフオクドーム
2019,8月19日(月),35922,○,2 - 1,西武,松本,2:59,京セラD大阪
2019,8月21日(水),39553,●,4 - 14,オリックス,高橋礼,3:19,ヤフオクドーム
2019,8月22日(木),38293,○,5 - 1,オリックス,和田,2:53,ヤフオクドーム
2019,9月3日(火),35500,○,3 - 2,楽天,高橋礼,2:56,ヤフオクドーム
2019,9月4日(水),36543,○,5 - 1,楽天,ミランダ,2:46,ヤフオクドーム
2019,9月5日(木),35805,○,3 - 2,楽天,中田,3:22,ヤフオクドーム
2019,9月6日(金),37520,○,2 - 0,ロッテ,千賀,2:39,ヤフオクドーム
2019,9月7日(土),40178,●,0 - 4,ロッテ,和田,3:16,ヤフオクドーム
2019,9月8日(日),40178,○,9 - 6,ロッテ,武田,3:35,ヤフオクドーム
2019,9月9日(月),38280,●,6 - 11,ロッテ,松田遼,3:47,ヤフオクドーム
2019,9月18日(水),38068,●,2 - 6,楽天,高橋礼,4:02,ヤフオクドーム
2019,9月19日(木),37842,○,4 - 3,オリックス,千賀,3:32,ヤフオクドーム
2019,9月20日(金),37768,○,1 - 0,日本ハム,バンデンハーク,2:48,ヤフオクドーム
2019,9月21日(土),40178,●,1 - 8,日本ハム,二保,3:26,ヤフオクドーム
2020,6月19日(金),0,○,2 - 1,ロッテ,東浜,3:47,PayPayドーム
2020,6月20日(土),0,●,2 - 3,ロッテ,和田,3:18,PayPayドーム
2020,6月21日(日),0,●,1 - 5,ロッテ,二保,3:35,PayPayドーム
2020,7月7日(火),0,○,4 - 3,楽天,千賀,2:51,PayPayドーム
2020,7月8日(水),0,●,8 - 12,楽天,笠谷,4:04,PayPayドーム
2020,7月9日(木),0,●,1 - 9,楽天,バンデンハーク,3:06,PayPayドーム
2020,7月10日(金),1839,○,2 - 1,楽天,東浜,3:24,PayPayドーム
2020,7月11日(土),3419,○,8 - 4,楽天,二保,3:03,PayPayドーム
2020,7月12日(日),4873,○,6 - 1,楽天,石川,2:28,PayPayドーム
2020,7月21日(火),3760,●,1 - 2,日本ハム,千賀,3:25,PayPayドーム
2020,7月22日(水),3961,○,3 - 2,日本ハム,和田,3:27,PayPayドーム
2020,7月23日(木),4645,●,2 - 3,日本ハム,笠谷,2:53,PayPayドーム
2020,7月24日(金),4872,○,4 - 1,日本ハム,東浜,3:04,PayPayドーム
2020,7月25日(土),4978,●,7 - 9,日本ハム,石川,3:30,PayPayドーム
2020,7月26日(日),4962,○,6 - 1,日本ハム,二保,3:29,PayPayドーム
2020,7月28日(火),4215,○,9 - 4,西武,千賀,3:15,PayPayドーム
2020,7月29日(水),4194,○,4 - 2,西武,和田,2:48,PayPayドーム
2020,7月30日(木),4319,●,0 - 6,西武,板東,3:03,PayPayドーム
2020,7月31日(金),4647,○,5 - 4,西武,東浜,2:48,PayPayドーム
2020,8月1日(土),4984,○,4 - 0,西武,石川,2:21,PayPayドーム
2020,8月2日(日),0,-,中止,西武,,,PayPayドーム
2020,8月11日(火),4980,○,8 - 7,オリックス,千賀,3:48,PayPayドーム
2020,8月12日(水),4951,○,6 - 0,オリックス,和田,3:00,PayPayドーム
2020,8月13日(木),4983,○,3 - 1,オリックス,大竹,3:05,PayPayドーム
2020,8月14日(金),4983,○,4 - 1,オリックス,東浜,2:58,PayPayドーム
2020,8月15日(土),4992,●,2 - 8,オリックス,二保,3:43,PayPayドーム
2020,8月16日(日),4994,○,6 - 2,オリックス,石川,3:19,PayPayドーム
2020,8月25日(火),4914,○,4 - 0,オリックス,千賀,2:59,PayPayドーム
2020,8月26日(水),4923,○,4 - 3,オリックス,和田,3:16,PayPayドーム
2020,8月27日(木),4807,○,4 - 2,オリックス,笠谷,2:39,PayPayドーム
